Perusahaan,Posisi,kategori_posisi,kota,gaji_angka,list_skill,pendidikan_clean,jenis_clean
PT Communication Cable Systems Indonesia Tbk,IT Infrastructure & Network Security,Security / Cybersecurity,Cilegon,,"['android', 'aws', 'azure', 'ios', 'linux', 'networking', 'oracle', 'tcp/ip']",Tidak Disebutkan,kontrak/temporer
PT AsiaPay Technology Indonesia,IT - Information Security Officer,Security / Cybersecurity,Jakarta Selatan,,"['cybersecurity', 'networking']",S1,full time
PT Softex Indonesia,Channel Manager GT,Other,Tangerang,,[],S1,full time
Indoprima Group,HRIS Programmer,Other,Surabaya,,"['excel', 'oracle', 'power bi', 'sql', 'tableau']",S1,full time
PT. YFY JUPITER INDONESIA,Quality Assurance Engineer,QA / Tester,Tangerang,,[],S1,full time
PT Haeng Nam Sejahtera Indonesia,IT Support & Infrastructure Staff,Network / Infra / SysAdmin,Bogor,,[],S1,full time
PT. Indonesia Fintopia Technology,Backend Engineer (Mandarin Speaker),Backend Engineer,Jakarta Selatan,,"['java', 'mysql', 'redis']",S1,full time
PT Salva Teknologi Digital,IT System Analyst,Business / System Analyst,Jakarta Pusat,10000000.0,"['.net', 'agile', 'c', 'c#', 'java', 'mysql', 'oracle', 'sql']",S1,full time
PT Bayu Buana Tbk,IT Technical Support Staff,Support / Helpdesk / IT Ops,Jakarta Pusat,,"['networking', 'tcp/ip']",Diploma,full time
PT Merpati Mahardika,IT INFRASTRUCTURE,Network / Infra / SysAdmin,Jakarta Barat,,"['aws', 'azure', 'linux']",S1,full time
Jasnikom Gemanusa,Network Engineer On Site (Surabaya Area),Network / Infra / SysAdmin,Surabaya,,"['networking', 'tcp/ip']",Diploma,full time
Jasnikom Gemanusa,Data Input Intern,Data / AI,Jakarta Pusat,,['excel'],Diploma,paruh waktu
CV Indopanda Elite Akademi,AI & Digital Operations Specialist (Remote),Data / AI,Jakarta Raya(Jarak jauh),,[],Tidak Disebutkan,full time
PT BREXA RAYA INDONESIA,Presales Senior Engineer,Sales / Presales / Solution,Jakarta Selatan,17500000.0,[],S1,full time
PT Kitar Technology Indonesia,Product Operations Specialist,Other,Jakarta Selatan,,['ui/ux'],S1,full time
Hanwha Life Insurance Indonesia,Digital Transformation Team Member,Other,Jakarta Selatan,,"['android', 'flutter', 'git', 'ios', 'ui/ux']",Tidak Disebutkan,full time
PT Global Yimi Cargo (J&T Cargo),Process Improvement Expert (e-Commerce),Other,Jakarta Utara,,[],Tidak Disebutkan,full time
PT Delta Surya Husada,IT PROGRAMMER,Other,Sidoarjo,,"['git', 'laravel', 'mysql', 'php', 'postgresql']",S1,full time
PT Hashmicro Solusi Indonesia,Python Developer (Django),Backend Engineer,Jakarta Raya(Jarak jauh),,"['django', 'postgresql', 'python']",Tidak Disebutkan,full time
PT Netmarks Indonesia,Network Engineer,Network / Infra / SysAdmin,Sidoarjo,7250000.0,"['networking', 'tcp/ip']",Tidak Disebutkan,full time
"PT. Trimegah Sekuritas Indonesia, Tbk",Mobile Developer (iOS)  (WFO Full),Mobile Developer,Jakarta Selatan,,"['flutter', 'ios', 'jenkins', 'swift']",Tidak Disebutkan,full time
PT. Mora Telematika Indonesia TBK,IT Development,Other,Jakarta Pusat,,"['docker', 'java', 'kubernetes', 'mysql', 'node.js', 'oracle', 'php', 'postgresql']",S1,full time
PT BANGUNPERKASA  ADHITAMASENTRA,Sistem Analis,Other,Jakarta Barat,,"['agile', 'jira', 'scrum', 'sql']",S1,full time
PT Trinusa Travelindo,Senior Syslog Server Analyst (Contract-based),Network / Infra / SysAdmin,Jakarta Raya,,"['.net', 'aws', 'azure', 'java', 'python', 'sql']",S1,full time
Pengiklan Anonim,Data Finance Administrator,Data / AI,Jakarta Selatan,,['excel'],Diploma,kontrak/temporer
PT Avows Technologies,Backend Developer,Backend Engineer,Jakarta Raya,,"['.net', 'git', 'golang', 'java', 'mongodb', 'mysql', 'postgresql', 'spring boot']",S1,full time
PT. HTC Global Software Services,L1 Security Operation Center,Security / Cybersecurity,Jakarta Raya,5750000.0,"['cybersecurity', 'linux', 'tcp/ip']",S1,full time
PT Solusi Transportasi Indonesia,"Software Engineer, Mobile (iOS) - Geo",Mobile Developer,Jakarta Raya,,"['agile', 'c', 'git', 'ios', 'jenkins', 'swift']",Tidak Disebutkan,full time
PT Petrosea Tbk,Digital Content Development (Developer),Other,Jakarta Barat,,[],Tidak Disebutkan,full time
PT Kapal Api Global,ICT Staff (Web Programmer) - PT. Fastana Logistik Indonesia,Other,Jakarta Timur,,"['golang', 'java', 'mongodb', 'php', 'react', 'react native', 'vue']",S1,full time
PT IDStar Cipta Teknologi,Cloud Engineer,DevOps / Cloud / SRE,Jakarta Raya,,"['aws', 'git', 'linux', 'python', 'terraform']",Tidak Disebutkan,kontrak/temporer
PT IDStar Cipta Teknologi,IT Project Manager,Product / Project / Scrum,Jakarta Raya,,"['cybersecurity', 'networking']",S1,full time
PT Karya Solusi Prima Sejahtera,TEKNISI ATM,Other,Tangerang,,"['java', 'linux', 'oracle', 'sql']",S1,full time
PT Prawathiya Karsa Pradipta,Application Support,Support / Helpdesk / IT Ops,Bekasi,,"['linux', 'networking']",Tidak Disebutkan,full time
PT Asuransi Jiwa Sequis Life,IT Business Analyst (Non-IQUBE),Business / System Analyst,Jakarta Selatan,,[],Tidak Disebutkan,full time
PT Trinusa Travelindo,Software Engineering - Backend - Customer Care (Bot and Communication Channels),Backend Engineer,Jakarta Raya,,"['aws', 'java', 'python', 'terraform']",Tidak Disebutkan,full time
IP-TRIBE PRIVATE LIMITED,Join IP-Tribe Technology Indonesia as a Senior Operations Engineer,Other,Jakarta Raya,21000000.0,"['aws', 'azure', 'cybersecurity', 'google cloud', 'kubernetes', 'linux', 'networking']",Tidak Disebutkan,full time
PT Akulaku Silvrr Indonesia,Senior IT Product,Other,Jakarta Raya,,"['agile', 'go', 'jira', 'power bi', 'scrum', 'sql', 'tableau']",S1,full time
PT IDStar Cipta Teknologi,Front End Developer (Mobile & Web),Frontend Engineer,Jakarta Raya,,"['css', 'flutter', 'git', 'html', 'react', 'typescript', 'ui/ux']",S1,kontrak/temporer
PT Kiwoom Sekuritas Indonesia,IT Supervisor,Other,Jakarta Selatan,,['linux'],Diploma,full time
PT Graha Vinoti Kreasindo,IT PROGRAMMER,Other,Jakarta Timur,7000000.0,"['android', 'java', 'sql']",Diploma,kontrak/temporer
PT Ciptakom Media Nusa,Customer Support / Help Desk,Support / Helpdesk / IT Ops,Jakarta Barat,,['excel'],Tidak Disebutkan,full time
PT Arthagraha General Insurance,Flutter Developer,Mobile Developer,Jakarta Pusat,,"['flutter', 'mysql', 'node.js', 'oracle', 'sql']",Tidak Disebutkan,full time
PT Iekimtie Jaya Agung,Project Manager,Product / Project / Scrum,Surabaya,,[],S1,full time
PT Mitra Informatika,Back-End Developer,Other,Surabaya,5500000.0,"['laravel', 'mysql', 'node.js', 'php', 'sql']",Tidak Disebutkan,full time
PT Prudential Life Assurance,Apprenticeship - Product Management Support,Support / Helpdesk / IT Ops,Jakarta Selatan,,[],Tidak Disebutkan,kontrak/temporer
Orico Balimor Finance,IT Network & Security Staff,Security / Cybersecurity,Jakarta Pusat,,['tcp/ip'],S1,kontrak/temporer
PT Sriboga Flour Mill,Specialist Programmer & Application Software,Other,Semarang,,"['html', 'java', 'sql']",S1,full time
PT Nawa Data Solutions,Product Manager,Product / Project / Scrum,South Tangerang,12500000.0,[],Tidak Disebutkan,full time
PT Prudential Life Assurance,Apprenticeship - System Tester (Quality Assurance),QA / Tester,Jakarta Selatan,,['agile'],Tidak Disebutkan,kontrak/temporer
PT. Global Media Devid,Cloud Solution Architect,DevOps / Cloud / SRE,Jakarta Selatan,35000000.0,"['aws', 'azure', 'kubernetes', 'networking', 'terraform']",Tidak Disebutkan,full time
PT Sahabat Sukses Solusi,Solution Manager,Other,Jakarta Selatan,11500000.0,[],S1,full time
PT Infomedia Solusi Humanika,Engineer On Site (EOS),Other,Jakarta Raya,8000000.0,[],Diploma,full time
PT MUGI,WEB DEVELOPER,Other,Jakarta Selatan,,"['css', 'javascript', 'laravel', 'mysql', 'php']",S1,full time
PT Adecco Personnel Indonesia,Tech Lead (Fullstack),Fullstack Engineer,Jakarta Selatan,22500000.0,"['flutter', 'java']",Tidak Disebutkan,kontrak/temporer
PT. Wide Technologies Indonesia,Senior IT Business Analyst,Business / System Analyst,Jakarta Selatan,,"['agile', 'jira', 'scrum']",S1,full time
PT Visionet Data Internasional,IT Server Support,Network / Infra / SysAdmin,Tangerang,,"['aws', 'azure', 'google cloud', 'linux']",S1,full time
"PT SMART,Tbk",Data Analyst Section Head (Marunda),Data / AI,Jakarta Utara,,"['excel', 'power bi', 'tableau']",Tidak Disebutkan,full time
PT Airwave Aji Perkasa,Pengawas Lapangan,Other,Tangerang,4750000.0,['c'],Tidak Disebutkan,kontrak/temporer
Bravo Boss,Full-Time Project Manager,Product / Project / Scrum,Malang,6000000.0,[],Tidak Disebutkan,full time
PT. SAPTAINDRA SEJATI,IT Infrastructure & Communication Officer,Network / Infra / SysAdmin,Jakarta Selatan,,[],S1,full time
PT Bina Talenta,IT Support / Sysadmin,Network / Infra / SysAdmin,Jakarta Selatan,6250000.0,"['aws', 'azure', 'linux', 'networking', 'tcp/ip']",Diploma,kontrak/temporer
PT Masa Akan Datang,QA Engineer,QA / Tester,Tangerang Regency,,"['agile', 'git', 'java', 'python', 'scrum']",Tidak Disebutkan,full time
PT Rsystems Ibizcs International,Backend Java Developer,Backend Engineer,Tangerang,10000000.0,"['git', 'java', 'spring boot']",Tidak Disebutkan,full time
PT Mitra Indo Maju,IT Programmer (ERP),ERP / SAP / Odoo / Dynamics,Jakarta Pusat,,"['c', 'c#', 'go', 'java', 'mysql', 'oracle', 'postgresql', 'python', 'sql']",S1,full time
Sinar Alam Abadijaya,IT Support SAP,ERP / SAP / Odoo / Dynamics,Tangerang,7000000.0,"['linux', 'networking']",S1,full time
PT Intimap,Web Developer,Other,Jakarta Pusat,,"['css', 'html', 'javascript', 'mysql', 'node.js', 'php', 'postgresql', 'react', 'vue']",S1,full time
PT Buana Finance Tbk,IT Technical Consultant (Application Support),Support / Helpdesk / IT Ops,Jakarta Raya,,[],S1,full time
PwC Indonesia,Associate and Senior Associate - IFS - Application Development,Security / Cybersecurity,Jakarta Raya,,"['.net', 'angular', 'c', 'c#', 'css', 'figma', 'html', 'java', 'javascript', 'mongodb', 'power bi', 'react', 'sql', 'tableau', 'ui/ux']",S1,full time
PT Salva Teknologi Digital,IT Business Analyst,Business / System Analyst,Jakarta Pusat,12500000.0,"['agile', 'figma', 'jira', 'scrum']",S1,full time
PT Dipo Star Finance,IT Help Desk / Assets Officer,Other,Jakarta Pusat,,"['android', 'linux', 'networking']",S1,full time
PT Emmerick Indonesia Jaya,IT Staff (IT Infrastructure),Network / Infra / SysAdmin,Jakarta Raya,4750000.0,[],S1,full time
PT INDONESIA LOGAM PRATAMA,Senior Product Specialist,Other,South Tangerang,,"['android', 'ios', 'scrum']",S1,full time
PT XL Axiata Tbk,Quality Assurance Engineer,QA / Tester,Jakarta Raya,,"['agile', 'jira', 'scrum']",S1,full time
PT Behaestex,Staf Implementor Sintax,Other,Gresik,,"['git', 'laravel', 'php']",Diploma,kontrak/temporer
PT Adira Dinamika Multi Finance Tbk,Application Security Engineer,Security / Cybersecurity,Jakarta Selatan,,"['go', 'java', 'javascript', 'python']",Tidak Disebutkan,full time
PT MEDELA POTENTIA Tbk,Software Engineer (Fullstack),Fullstack Engineer,South Tangerang,,"['css', 'golang', 'html', 'javascript', 'mongodb', 'mysql', 'postgresql', 'react']",S1,full time
PT Trinusa Travelindo,Business Analyst,Business / System Analyst,Jakarta Raya,,[],S1,full time
PT Administrasi Medika,Junior Officer Data Scientist,Data / AI,Jakarta Pusat,,"['machine learning', 'power bi', 'python', 'sql', 'tableau']",S1,kontrak/temporer
PT Supra Boga Lestari Tbk,IT Application Developer,Other,Jakarta Barat,,"['java', 'mongodb', 'mysql', 'oracle', 'postgresql', 'power bi', 'python', 'sql', 'tableau']",Tidak Disebutkan,full time
Jasnikom Gemanusa,Network Engineer,Network / Infra / SysAdmin,Jakarta Pusat,,"['linux', 'networking', 'tcp/ip']",Diploma,full time
PT. Metrocomjaddi Technology,Scrum Master,Product / Project / Scrum,Jakarta Raya(Hibrid),,"['agile', 'azure', 'jira', 'scrum']",Tidak Disebutkan,kontrak/temporer
PT INTINUSA SEJAHTERA INTERNASIONAL,IT System Development,Other,Jakarta Barat,8000000.0,"['angular', 'aws', 'c', 'git', 'laravel', 'mysql', 'php', 'react']",Diploma,full time
PT. Warna Makmur Abadi,AI Automasi,Data / AI,Jakarta Barat,5250000.0,"['c', 'c++', 'javascript', 'python']",Tidak Disebutkan,full time
PT. Wide Technologies Indonesia,System Engineer,Other,Jakarta Selatan,,"['aws', 'azure', 'linux', 'networking']",S1,full time
PT Blue Ocean Heart,General Affair Manager (MANDARIN SPEAKER),Other,Surabaya,17000000.0,['excel'],S1,full time
PT Erela,IT Network & Security Specialist,Security / Cybersecurity,Semarang,,['tcp/ip'],Diploma,full time
PT JAC Consulting Indonesia,IT Infrastructure (Manager/Assistant Manager),Network / Infra / SysAdmin,Jakarta Raya,22500000.0,['cybersecurity'],S1,full time
KSP Nasari,Senior Fullstack Developer,Fullstack Engineer,Semarang,,"['laravel', 'mongodb', 'php', 'typescript']",S1,full time
PT Nusantara Berkah Digital,Android Developer,Mobile Developer,Bantul,,"['android', 'java', 'kotlin', 'machine learning']",S1,full time
KEMAS SURYA TEKNOVASI,WordPress Developer,Other,Bantul,4000000.0,"['css', 'html', 'javascript', 'mysql', 'php']",Tidak Disebutkan,full time
PT Lyto Datarindo Fortuna,Staff Web Developer,Other,Jakarta Raya,7000000.0,"['css', 'git', 'html', 'javascript', 'laravel', 'mysql', 'php', 'sql']",S1,full time
"PT. Trimegah Sekuritas Indonesia, Tbk",Mobile Developer (Android) (WFO Full),Mobile Developer,Jakarta Selatan,,"['android', 'flutter', 'jenkins', 'kotlin']",Tidak Disebutkan,full time
"PT. Metrodata Electronics, Tbk",Technical Consultant Analyst,Business / System Analyst,Jakarta Raya,,[],Tidak Disebutkan,full time
PT Ketrosden Triasmitra,SPV IT Infrastructure,Network / Infra / SysAdmin,Jakarta Timur,,"['linux', 'mysql', 'networking', 'oracle', 'tcp/ip']",S1,full time
PT Trinusa Travelindo,Senior Business Operations Associate Manager - Flight,Security / Cybersecurity,Jakarta Raya,,[],S1,full time
PT Sigmantara Alfindo,AI Engineer,Data / AI,Tangerang,,"['aws', 'azure', 'docker', 'mongodb', 'mysql', 'postgresql', 'python', 'sql', 'tableau']",S1,full time
Chemindo Group,IT Operation Support,Support / Helpdesk / IT Ops,Jakarta Barat,6750000.0,"['php', 'python', 'sql']",S1,full time
EKA HOSPITAL,SAP BASIS Specialist,ERP / SAP / Odoo / Dynamics,South Tangerang,,[],S1,full time
PT Staedtler Indonesia (Serang),IT (automation) Staff,Other,Serang,,"['javascript', 'mysql', 'node.js', 'python']",S1,full time
PT Dutakom Wibawa Putra (D~NET),Network Technical Support,Network / Infra / SysAdmin,Surabaya,,['tcp/ip'],Diploma,full time
Pengiklan Anonim,Data Analyst (health Insurance),Data / AI,Jakarta Pusat,7000000.0,"['excel', 'python', 'sql', 'tableau']",S1,full time
PT Intersolusi Teknologi Asia,Javascript Developer,Backend Engineer,Bandung,6250000.0,"['agile', 'angular', 'css', 'git', 'html', 'javascript', 'react', 'typescript', 'vue']",S1,full time
AlphaPhilindo Solution Inc,DevOps Engineer,DevOps / Cloud / SRE,Jakarta Raya,10500000.0,"['aws', 'azure', 'docker', 'jenkins', 'kubernetes', 'python', 'terraform']",Tidak Disebutkan,full time
PT Hashmicro Solusi Indonesia,Software Technical Support Lead,Support / Helpdesk / IT Ops,Jakarta Raya,,[],S1,full time
PT Trinusa Travelindo,Senior Engineering Manager,Other,Jakarta Raya,,[],S1,full time
PT Ako Media Asia,SOC Analyst,Security / Cybersecurity,Jakarta Barat,,[],Tidak Disebutkan,kontrak/temporer
PT Sigma Cipta Utama,Hardware Engineer,Other,South Tangerang,,['iot'],S1,full time
LOGIQUE,Penetration Testing (Pentester),QA / Tester,Jakarta Raya(Jarak jauh),12500000.0,"['android', 'aws', 'azure', 'c', 'c#', 'cybersecurity', 'google cloud', 'ios', 'java', 'penetration testing', 'python']",Tidak Disebutkan,full time
PT Ako Media Asia,Mobile Developer,Mobile Developer,Jakarta Barat,,"['android', 'git', 'ios', 'kotlin', 'swift']",Tidak Disebutkan,kontrak/temporer
"PT. Metrodata Electronics, Tbk",Jr. Technical Consultant (Microsoft Dynamics CRM),ERP / SAP / Odoo / Dynamics,Jakarta Barat,,"['.net', 'c', 'c#', 'javascript', 'sql']",S1,full time
PT PRIME AGRI RESOURCES Tbk,IT Business Analyst (Jakarta),Business / System Analyst,Jakarta Selatan,,"['.net', 'java', 'javascript', 'sql']",S1,full time
PT Ako Media Asia,Project Manager,Product / Project / Scrum,Jakarta Barat,,"['agile', 'jira', 'networking']",S1,kontrak/temporer
"PT Wahana Ottomitra Multiartha (WOM Finance), Tbk",IT Identity & Access Management Supervisor,Other,Jakarta Raya,,['excel'],S1,full time
PT Astra Graphia Information Technology (AGIT),.NET Developer,Other,Jakarta Raya,,"['.net', 'c', 'sql']",S1,kontrak/temporer
PT Trinusa Travelindo,Technical Product Manager - Content,Product / Project / Scrum,Jakarta Raya,,[],S1,full time
PT Seraphim Digital Technology,Account Manager (Cyber Security),Security / Cybersecurity,Jakarta Barat,,['cybersecurity'],S1,full time
PT Altros Teknologi,IT Cyber Security Operations,Security / Cybersecurity,Jakarta Utara,11750000.0,[],S1,full time
3it Bandung,Project manager / Lead coder,Product / Project / Scrum,Bandung,9500000.0,"['angular', 'laravel', 'react']",Tidak Disebutkan,full time
PT Phincon,E-Sport Project Manager,Product / Project / Scrum,Jakarta Raya,17000000.0,[],S1,kontrak/temporer
PT Trans Nikel Indonesia,IT Engineer,Other,Jakarta Utara,,"['c', 'go', 'oracle']",Tidak Disebutkan,full time
PT Lawencon Internasional,IT System Analyst (AS400),Business / System Analyst,Jakarta Selatan,,[],S1,full time
Jasnikom Gemanusa,Network Operation Center (NOC) Engineer,Network / Infra / SysAdmin,Jakarta Pusat,,"['linux', 'networking', 'tcp/ip']",Diploma,full time
PT Sarana Yukti Bandhana,Project Management Officer,Other,Jakarta Selatan,,[],S1,full time
PT Erlimpex,Staff IT Hardware,Other,Semarang,,['iot'],S1,full time
PT Daaz Bara Lestari,"HRIS, Data Center & Administration",Data / AI,Jakarta Selatan,,['excel'],S1,full time
PT New Priok Container Terminal One,Full Stack Developer,Fullstack Engineer,Jakarta Utara,,"['.net', 'agile', 'angular', 'css', 'git', 'html', 'javascript', 'mysql', 'php', 'postgresql', 'python', 'react', 'scrum', 'sql', 'vue']",S1,kontrak/temporer
PT Friendship Logistics Line,IT Developer,Other,Jakarta Utara,,"['android', 'html', 'ios', 'javascript', 'mysql', 'php']",Diploma,kontrak/temporer
PT Buana Finance Tbk,IT Project Management,Other,Jakarta Selatan,,['agile'],S1,full time
Cartrack Technologies Indonesia,Hardware & Inventory Intern,Other,Jakarta Selatan,,[],Tidak Disebutkan,kontrak/temporer
PT Pratesis,Intern - Quality Assurance (for Distribution System),QA / Tester,Jakarta Selatan,,[],Tidak Disebutkan,full time
PT. PERSADA SOLUSI DATA,IT Programmer,Other,Tangerang,,"['.net', 'c', 'c#', 'flutter', 'java', 'php', 'sql']",Tidak Disebutkan,full time
PT. PERSOLKELLY Recruitment Indonesia,IT System Analyst - WFO Jakarta (ID: 692787),Business / System Analyst,Jakarta Pusat,,"['.net', 'agile', 'c', 'c#', 'java', 'mysql', 'oracle', 'sql']",S1,kontrak/temporer
PT Jawa Soft,Senior JavaScript Full Stack Engineer,Backend Engineer,Jakarta Selatan,,"['aws', 'javascript', 'node.js']",Tidak Disebutkan,full time
PT. PERSOLKELLY Recruitment Indonesia,IT Business Analyst - WFO Jakarta (ID: 692788),Business / System Analyst,Jakarta Pusat,,"['agile', 'figma', 'jira', 'scrum']",S1,kontrak/temporer
PT Altros Teknologi,QA/QC Software Engineer,QA / Tester,Jakarta Utara,,['sql'],Tidak Disebutkan,full time
PT Trinusa Travelindo,Data Analyst,Data / AI,Jakarta Raya,,"['aws', 'azure', 'machine learning', 'python', 'sql', 'tableau']",S1,full time
PT. Magnus Sedaya Selaras,Cyber Security Onsite Engineer,Security / Cybersecurity,Jakarta Raya,,[],S1,full time
Soedarpo Informatika,IT Security Specialist,Security / Cybersecurity,Jakarta Barat,9500000.0,"['linux', 'penetration testing']",S1,full time
